,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
1241,LA,Louisiana,5,H4LA05098,,Eliot S.,Barron,"Barron, Eliot S.",GRE,"0,69%",,,,,,
1242,LA,Louisiana,5,n/a,,,,,,,,,,,,
1243,LA,Louisiana,6,H4LA06153,,Garret,Graves,"Graves, Garret",R,"27,36%",,,,,,
1244,LA,Louisiana,6,H4LA06161,,Edwin,Edwards,"Edwards, Edwin",D,"30,12%",,,,,,
1245,LA,Louisiana,6,H4LA06088,,"Paul, II",Dietzel,"Dietzel, Paul, II",R,"13,55%",,,,,,
1246,LA,Louisiana,6,H4LA06112,,"""Dan""",Claitor,"Claitor, ""Dan""",R,"10,26%",,,,,,
1247,LA,Louisiana,6,H4LA06179,,Lenar,Whitney,"Whitney, Lenar",R,"7,41%",,,,,,
1248,LA,Louisiana,6,H4LA06062,,Richard,Lieberman,"Lieberman, Richard",D,"2,83%",,,,,,
1249,LA,Louisiana,6,H4LA06146,,Craig,McCulloch,"McCulloch, Craig",R,"2,25%",,,,,,
1250,LA,Louisiana,6,H6LA07081,,"Robert Lamar ""Bob""",Bell,"Bell, Robert Lamar ""Bob""",R,"2,00%",,,,,,
1251,LA,Louisiana,6,H4LA05171,,Peter,Williams,"Williams, Peter",D,"1,56%",,,,,,
1252,LA,Louisiana,6,H4LA06047,,"Rufus Holt, Jr.",Craig,"Craig, Rufus Holt, Jr.",LIB,"1,38%",,,,,,
1253,LA,Louisiana,6,H4LA06138,,"Norman ""Norm""",Clark,"Clark, Norman ""Norm""",R,"0,71%",,,,,,
1254,LA,Louisiana,6,H4LA06120,,"""Trey""",Thomas,"Thomas, ""Trey""",R,"0,56%",,,,,,
1255,LA,Louisiana,6,n/a,,,,,,,,,,,,
1256,LA,Louisiana,H,n/a,,,,,,,,,,,,
1257,LA,Louisiana,,n/a,,,,,,,,,,,,
1258,,,,n/a,,,,,,,,,,,,
1259,ME,Maine,1,H8ME01120,(I),Chellie,Pingree,"Pingree, Chellie",D,"60,43%",,,,,,
1260,ME,Maine,1,n/a,,,,,D,,,,,,,
1261,ME,Maine,1,H4ME01137,,Isaac J.,Misiuk,"Misiuk, Isaac J. ",R,"30,67%",,,,,,
1262,ME,Maine,1,n/a,,,,,R,,,,,,,
1263,ME,Maine,1,H4ME00014,,Richard P.,Murphy,"Murphy, Richard P.",IND,"8,87%",,,,,,
1264,ME,Maine,1,n/a,,,Others,Others,W,"0,02%",,,,,,
1265,ME,Maine,1,n/a,,,,,,,,,,,,
1266,ME,Maine,,n/a,,,,,,,,,,,,
1267,ME,Maine,2,H4ME02234,,Bruce,Poliquin,"Poliquin, Bruce ",R,"47,03%",,,,,,
1268,ME,Maine,2,H2ME02071,,Kevin L.,Raye,"Raye, Kevin L.",R,,,,,,,
1269,ME,Maine,2,n/a,,,,,R,,,,,,,
1270,ME,Maine,2,H4ME02200,,Emily Ann,Cain,"Cain, Emily Ann",D,"41,83%",,,,,,
1271,ME,Maine,2,H4ME02218,,Troy Dale,Jackson,"Jackson, Troy Dale ",D,,,,,,,
1272,ME,Maine,2,n/a,,,,,D,,,,,,,
1273,ME,Maine,2,H2ME02154,,Blaine,Richardson,"Richardson, Blaine",IND,"11,06%",,,,,,
1274,ME,Maine,2,n/a,,,Others,Others,W,"0,09%",,,,,,
1275,ME,Maine,2,n/a,,,,,,,,,,,,
1276,ME,Maine,H,n/a,,,,,,,,,,,,
1277,ME,Maine,,n/a,,,,,,,,,,,,
1278,,,,n/a,,,,,,,,,,,,
1279,MD,Maryland,1,H8MD01094,(I),Andy,Harris,"Harris, Andy",R,"70,42%",,,,,,
1280,MD,Maryland,1,H4MD01127,,"Jonathan, Jr. ",Goff,"Goff, Jonathan, Jr. ",R,,,,,,,
1281,MD,Maryland,1,n/a,,,,,R,,,,,,,
1282,MD,Maryland,1,H4MD01101,,Bill,Tilghman,"Tilghman, Bill",D,"29,49%",,,,,,
1283,MD,Maryland,1,H2MD01154,,John J.,LaFerla,"LaFerla, John J.",D,,,,,,,
1284,MD,Maryland,1,n/a,,,,,D,,,,,,,
1285,MD,Maryland,1,n/a,,,Scattered,Scattered,W,"0,09%",,,,,,
1286,MD,Maryland,1,n/a,,,,,,,,,,,,
1287,MD,Maryland,2,H2MD02160,(I),C. A. Dutch,Ruppersberger,"Ruppersberger, C. A. Dutch ",D,"61,32%",,,,,,
1288,MD,Maryland,2,H4MD02190,,Paul,Rundquist,"Rundquist, Paul",D,,,,,,,
1289,MD,Maryland,2,H2MD02020,,Blaine,Taylor,"Taylor, Blaine",D,,,,,,,
1290,MD,Maryland,2,n/a,,,,,D,,,,,,,
1291,MD,Maryland,2,H4MD02174,,David,Banach,"Banach, David ",R,"35,86%",,,,,,
1292,MD,Maryland,2,n/a,,,,,R,,,,,,,
1293,MD,Maryland,2,H4MD02166,,Ian,Schlakman,"Schlakman, Ian",GRE,"2,71%",,,,,,
1294,MD,Maryland,2,n/a,,,Scattered,,W,"0,10%",,,,,,
1295,MD,Maryland,2,n/a,,,,,,,,,,,,
1296,MD,Maryland,3,H6MD03292,(I),John,Sarbanes,"Sarbanes, John ",D,"59,55%",,,,,,
1297,MD,Maryland,3,H4MD03115,,Matthew,Molyett,"Molyett, Matthew",D,,,,,,,
1298,MD,Maryland,3,n/a,,,,,D,,,,,,,
1299,MD,Maryland,3,H4MD03123,,Charles A.,Long,"Long, Charles A.",R,"40,30%",,,,,,
1300,MD,Maryland,3,H8MD03082,,"Thomas E. ""Pinkston""",Harris,"Harris, Thomas E. ""Pinkston""",R,,,,,,,
1301,MD,Maryland,3,H2MD03127,,Michael,Jackson,"Jackson, Michael",R,,,,,,,
1302,MD,Maryland,3,n/a,,,,,R,,,,,,,
1303,MD,Maryland,3,n/a,,,Scattered,Scattered,W,"0,15%",,,,,,
1304,MD,Maryland,3,n/a,,,,,,,,,,,,
1305,MD,Maryland,4,H6MD04183,(I),Donna F.,Edwards,"Edwards, Donna F. ",D,"70,18%",,,,,,
1306,MD,Maryland,4,H4MD04113,,Warren,Christopher,"Christopher, Warren",D,,,,,,,
1307,MD,Maryland,4,n/a,,,,,D,,,,,,,
1308,MD,Maryland,4,H4MD04121,,Nancy,Hoyt,"Hoyt, Nancy ",R,"28,26%",,,,,,
1309,MD,Maryland,4,H2MD04240,,Greg,Holmes,"Holmes, Greg",R,,,,,,,
1310,MD,Maryland,4,H4MD04071,,George,McDermott,"McDermott, George ",R,,,,,,,
1311,MD,Maryland,4,H4MD04139,,John R.,Graziani,"Graziani, John R. ",R,,,,,,,
1312,MD,Maryland,4,n/a,,,,,R,,,,,,,
1313,MD,Maryland,4,H2MD05510,,Arvin,Vohra,,LIB,"1,46%",,,,,,
1314,MD,Maryland,4,n/a,,,Scattered,Scattered,W,"0,10%",,,,,,
1315,MD,Maryland,4,n/a,,,,,,,,,,,,
1316,MD,Maryland,5,H2MD05155,(I),Steny H.,Hoyer,"Hoyer, Steny H. ",D,"64,03%",,,,,,
1317,MD,Maryland,5,n/a,,,,,D,,,,,,,
1318,MD,Maryland,5,H4MD05169,,Chris,Chaffee,"Chaffee, Chris",R,"35,72%",,,,,,
1319,MD,Maryland,5,H4MD05144,,Mark Kenneth,Arness,"Arness, Mark Kenneth",R,,,,,,,
1320,MD,Maryland,5,H4MD05151,,Tom,Potter,"Potter, Tom",R,,,,,,,
1321,MD,Maryland,5,n/a,,,,,R,,,,,,,
1322,MD,Maryland,5,n/a,,,Scattered,Scattered,W,"0,15%",,,,,,
1323,MD,Maryland,5,H4MD05177,,Dennis L.,Fritz,"Fritz, Dennis L.",W,"0,10%",,,,,,
1324,MD,Maryland,5,n/a,,,,,,,,,,,,
1325,MD,Maryland,6,H2MD06195,(I),John K.,Delaney,"Delaney, John K.",D,"49,70%",,,,,,
1326,MD,Maryland,6,n/a,,,,,D,,,,,,,
1327,MD,Maryland,6,H4MD06191,,Dan,Bongino,"Bongino, Dan ",R,"48,25%",,,,,,
1328,MD,Maryland,6,H4MD06209,,"Harold W., Jr",Painter,"Painter, Harold W., Jr",R,,,,,,,
1329,MD,Maryland,6,n/a,,,,,R,,,,,,,
1330,MD,Maryland,6,H2MD05510,,George,Gluck,"Gluck, George",GRE,"1,97%",,,,,,
1331,MD,Maryland,6,n/a,,,Scattered,Scattered,W,"0,07%",,,,,,
1332,MD,Maryland,6,n/a,,,,,,,,,,,,
1333,MD,Maryland,,n/a,,,,,,,,,,,,
1334,MD,Maryland,7,H6MD07160,(I),Elijah,Cummings,"Cummings, Elijah",D,"69,94%",,,,,,
1335,MD,Maryland,7,H4MD07082,,Bryant,Alexander,,D,,,,,,,
1336,MD,Maryland,7,H0MD07098,,"Fred Donald, Jr. ",Dickson,,D,,,,,,,
1337,MD,Maryland,7,n/a,,,,,D,,,,,,,
1338,MD,Maryland,7,H4MD07074,,Carrogan R.,Vaughn,"Vaughn, Carrogan R. ",R,"27,01%",,,,,,
1339,MD,Maryland,7,H8MD07042,,Ray,Bly,"Bly, Ray",R,,,,,,,
1340,MD,Maryland,7,n/a,,,,,R,,,,,,,
1341,MD,Maryland,7,H2MD04299,,Scott,Soffen,"Soffen, Scott",LIB,"2,95%",,,,,,
1342,MD,Maryland,7,n/a,,,Scattered,Scattered,W,"0,10%",,,,,,
1343,MD,Maryland,7,n/a,,,,,,,,,,,,
1344,MD,Maryland,,n/a,,,,,,,,,,,,
1345,MD,Maryland,8,H2MD08126,(I),Chris,Van Hollen,"Van Hollen, Chris ",D,"60,74%",,,,,,
1346,MD,Maryland,8,H6MD08333,,George,English,"English, George",D,,,,,,,
1347,MD,Maryland,8,H6MD08366,,Lih,Young,,D/W,"0,01%",,,,,,
1348,MD,Maryland,8,n/a,,,,,D,,,,,,,
1349,MD,Maryland,8,H2MD06138,,Dave,Wallace,"Wallace, Dave",R,"39,03%",,,,,,
1350,MD,Maryland,8,n/a,,,,,R,,,,,,,
1351,MD,Maryland,8,H4MD08205,,Andrew Jaye,Wildman,,W,"0,05%",,,,,,
1352,MD,Maryland,8,n/a,,,Scattered,Scattered,W,"0,18%",,,,,,
1353,MD,Maryland,8,n/a,,,,,,,,,,,,
1354,MD,Maryland,H,n/a,,,,,,,,,,,,
1355,,,,n/a,,,,,,,,,,,,
1356,MA,Massachusetts,1,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",D,"97,96%",,,,,,
1357,MA,Massachusetts,1,n/a,,,All Others,All Others,W(D),,,,,,,
1358,MA,Massachusetts,1,n/a,,,,,D,,,,,,,
1359,MA,Massachusetts,1,n/a,,,,All Others,W,"2,04%",,,,,,
1360,MA,Massachusetts,1,n/a,,,,,,,,,,,,
1361,MA,Massachusetts,,n/a,,,,,,,,,,,,
1362,MA,Massachusetts,2,H4MA03022,(I),James P.,McGovern,,D,"98,20%",,,,,,
1363,MA,Massachusetts,2,n/a,,,All Others,All Others,W(D),,,,,,,
1364,MA,Massachusetts,2,n/a,,,,,D,,,,,,,
1365,MA,Massachusetts,2,n/a,,,,All Others,W,"1,80%",,,,,,
1366,MA,Massachusetts,2,n/a,,,,,,,,,,,,
1367,MA,Massachusetts,,n/a,,,,,,,,,,,,
1368,MA,Massachusetts,3,H8MA05143,(I),Nicola S.,Tsongas,"Tsongas, Nicola S.",D,"62,96%",,,,,,
1369,MA,Massachusetts,3,n/a,,,,All Others,W(D),,,,,,,
1370,MA,Massachusetts,3,n/a,,,,,D,,,,,,,
1371,MA,Massachusetts,3,H4MA03097,,Roseann L. Ehrhard,Wofford,"Wofford, Roseann L. Ehrhard ",R,"36,95%",,,,,,
1372,MA,Massachusetts,3,n/a,,,All Others,All Others,W(R),,,,,,,
1373,MA,Massachusetts,3,n/a,,,,,R,,,,,,,
1374,MA,Massachusetts,3,n/a,,,,All Others,W,"0,09%",,,,,,
1375,MA,Massachusetts,3,n/a,,,,,,,,,,,,
1376,MA,Massachusetts,,n/a,,,,,,,,,,,,
1377,MA,Massachusetts,4,H2MA04073,(I),"Joseph P., III",Kennedy,"Kennedy, Joseph P., III",D,"97,91%",,,,,,
1378,MA,Massachusetts,4,n/a,,,All Others,All Others,W(D),,,,,,,
1379,MA,Massachusetts,4,n/a,,,,,D,,,,,,,
1380,MA,Massachusetts,4,n/a,,,,All Others,W,"2,09%",,,,,,
1381,MA,Massachusetts,4,n/a,,,,,,,,,,,,
1382,MA,Massachusetts,,n/a,,,,,,,,,,,,
1383,MA,Massachusetts,5,H4MA05084,(I),Katherine M.,Clark,"Clark, Katherine M.",D,"98,29%",,,,,,
1384,MA,Massachusetts,5,H4MA05175,,Sheldon,Schwartz,"Schwartz, Sheldon",D,,,,,,,
1385,MA,Massachusetts,5,n/a,,,All Others,All Others,W(D),,,,,,,
1386,MA,Massachusetts,5,n/a,,,,,D,,,,,,,
1387,MA,Massachusetts,5,n/a,,,,All Others,W,"1,71%",,,,,,
1388,MA,Massachusetts,5,H4MA05167,,William F.,Wilt,,W,"0,00%",,,,,,
1389,MA,Massachusetts,5,n/a,,,,,,,,,,,,
1390,MA,Massachusetts,,n/a,,,,,,,,,,,,
1391,MA,Massachusetts,6,H4MA06090,,Seth W.,Moulton,"Moulton, Seth W.",D,"54,97%",,,,,,
1392,MA,Massachusetts,6,H4MA06033,(I),John F.,Tierney,"Tierney, John F.",D,,,,,,,
1393,MA,Massachusetts,6,H4MA06108,,Marisa A.,DeFranco,,D,,,,,,,
1394,MA,Massachusetts,6,H4MA06116,,John Patrick,Devine,,D,,,,,,,
1395,MA,Massachusetts,6,H6MA06087,,John J.,Gutta,"Gutta, John J.",D,,,,,,,
1396,MA,Massachusetts,6,n/a,,,All Others,All Others,W(D),,,,,,,
1397,MA,Massachusetts,6,n/a,,,,,D,,,,,,,
1398,MA,Massachusetts,6,H2MA00014,,Richard R.,Tisei,"Tisei, Richard R.",R,"41,14%",,,,,,
1399,MA,Massachusetts,6,n/a,,,All Others,,W(R),,,,,,,
1400,MA,Massachusetts,6,n/a,,,,,R,,,,,,,
1401,MA,Massachusetts,6,H4MA06124,,Christopher J.,Stockwell,"Stockwell, Christopher J. ",IND,"3,81%",,,,,,
1402,MA,Massachusetts,6,n/a,,,,All Others,W,"0,08%",,,,,,
1403,MA,Massachusetts,6,n/a,,,,,,,,,,,,
1404,MA,Massachusetts,,n/a,,,,,,,,,,,,
1405,MA,Massachusetts,7,H8MA08071,(I),Michael E.,Capuano,"Capuano, Michael E.",D,"98,33%",,,,,,
1406,MA,Massachusetts,7,n/a,,,All Others,,W(D),,,,,,,
1407,MA,Massachusetts,7,n/a,,,,,D,,,,,,,
1408,MA,Massachusetts,7,n/a,,,,All Others,W,"1,67%",,,,,,
1409,MA,Massachusetts,7,n/a,,,,,,,,,,,,
1410,MA,Massachusetts,,n/a,,,,,,,,,,,,
1411,MA,Massachusetts,8,H2MA09072,(I),Stephen F.,Lynch,,D,"98,67%",,,,,,
1412,MA,Massachusetts,8,n/a,,,All Others,All Others,W(D),,,,,,,
1413,MA,Massachusetts,8,n/a,,,,,D,,,,,,,
1414,MA,Massachusetts,8,n/a,,,,All Others,W,"1,33%",,,,,,
1415,MA,Massachusetts,8,n/a,,,,,,,,,,,,
1416,MA,Massachusetts,,n/a,,,,,,,,,,,,
1417,MA,Massachusetts,9,H0MA10082,(I),William Richard,Keating,"Keating, William Richard ",D,"54,95%",,,,,,
1418,MA,Massachusetts,9,n/a,,,All Others,All Others,W(D),,,,,,,
1419,MA,Massachusetts,9,n/a,,,,,D,,,,,,,
1420,MA,Massachusetts,9,H4MA09078,,John C.,Chapman,"Chapman, John C.",R,"44,99%",,,,,,
1421,MA,Massachusetts,9,H4MA09052,,Mark C.,Alliegro,"Alliegro, Mark C.",R,,,,,,,
1422,MA,Massachusetts,9,H4MA09086,,Daniel L.,Shores,"Shores, Daniel L.",R,,,,,,,
1423,MA,Massachusetts,9,H4MA09060,,"Vincent A., Jr.",Cogliano,"Cogliano, Vincent A., Jr.",R,,,,,,,
1424,MA,Massachusetts,9,n/a,,,All Others,All Others,W(R),,,,,,,
1425,MA,Massachusetts,9,n/a,,,,,R,,,,,,,
1426,MA,Massachusetts,9,n/a,,,,All Others,W,"0,06%",,,,,,
1427,MA,Massachusetts,9,n/a,,,,,,,,,,,,
1428,MA,Massachusetts,9,n/a,,,,,,,,,,,,
1429,MA,Massachusetts,H,n/a,,,,,,,,,,,,
1430,MA,Massachusetts,,n/a,,,,,,,,,,,,
1431,,,,n/a,,,,,,,,,,,,
1432,MI,Michigan,1,H0MI01088,(I),Dan,Benishek,"Benishek, Dan",R,"52,14%",,,,,,
1433,MI,Michigan,1,H4MI01122,,Alan,Arcand,"Arcand, Alan ",R,,,,,,,
1434,MI,Michigan,1,n/a,,,,,R,,,,,,,
1435,MI,Michigan,1,H4MI01114,,Jerry,Cannon,,D,"45,28%",,,,,,
1436,MI,Michigan,1,n/a,,,,,D,,,,,,,
1437,MI,Michigan,1,H4MI01148,,Loel Robert,Gnadt,"Gnadt, Loel Robert",LIB,"1,53%",,,,,,
1438,MI,Michigan,1,H0MI01187,,Ellis,Boal,"Boal, Ellis",GRE,"1,05%",,,,,,
1439,MI,Michigan,1,n/a,,,,,,,,,,,,
1440,MI,Michigan,,n/a,,,,,,,,,,,,
1441,MI,Michigan,2,H0MI02094,(I),Bill,Huizenga,"Huizenga, Bill",R,"63,63%",,,,,,
1442,MI,Michigan,2,n/a,,,,,R,,,,,,,
1443,MI,Michigan,2,H4MI02104,,Dean,Vanderstelt,"Vanderstelt, Dean",D,"33,25%",,,,,,
1444,MI,Michigan,2,n/a,,,,,D,,,,,,,
1445,MI,Michigan,2,H4MI02112,,"Ronald, II",Welch,"Welch, Ronald, II",LIB,"1,82%",,,,,,
1446,MI,Michigan,2,H0MI02086,,Ronald E.,Graeser,"Graeser, Ronald E.",UST,"1,30%",,,,,,
1447,MI,Michigan,2,n/a,,,,,,,,,,,,
1448,MI,Michigan,,n/a,,,,,,,,,,,,
1449,MI,Michigan,3,H0MI03126,(I),Justin,Amash,,R,"57,91%",,,,,,
1450,MI,Michigan,3,H4MI03219,,Brian,Ellis,"Ellis, Brian",R,,,,,,,
1451,MI,Michigan,3,n/a,,,,,R,,,,,,,
1452,MI,Michigan,3,H4MI03227,,Bob,Goodrich,"Goodrich, Bob",D,"39,01%",,,,,,
1453,MI,Michigan,3,n/a,,,,,D,,,,,,,
1454,MI,Michigan,3,H4MI03235,,Tonya,Duncan,,GRE,"3,08%",,,,,,
1455,MI,Michigan,3,n/a,,,,,,,,,,,,
1456,MI,Michigan,,n/a,,,,,,,,,,,,
1457,MI,Michigan,4,H4MI04126,,John,Moolenaar,"Moolenaar, John",R,"56,49%",,,,,,
1458,MI,Michigan,4,H4MI04118,,Paul,Mitchell,,R,,,,,,,
1459,MI,Michigan,4,H4MI04100,,Peter,Konetchy,"Konetchy, Peter",R,,,,,,,
1460,MI,Michigan,4,n/a,,,,,R,,,,,,,
1461,MI,Michigan,4,H4MI04134,,Jeff,Holmes,"Holmes, Jeff",D,"39,09%",,,,,,
1462,MI,Michigan,4,n/a,,,,,D,,,,,,,
1463,MI,Michigan,4,H4MI04142,,George M.,Zimmer,"Zimmer, George M.",UST,"2,27%",,,,,,
1464,MI,Michigan,4,H4MI08093,,Will Tyler,White,"White, Will Tyler",LIB,"2,14%",,,,,,
1465,MI,Michigan,4,n/a,,,,,,,,,,,,
1466,MI,Michigan,,n/a,,,,,,,,,,,,
1467,MI,Michigan,5,H2MI05119,(I),Daniel T.,Kildee,"Kildee, Daniel T.",D,"66,71%",,,,,,
1468,MI,Michigan,5,n/a,,,,,D,,,,,,,
1469,MI,Michigan,5,H4MI05123,,Allen,Hardwick,"Hardwick, Allen",R,"31,16%",,,,,,
1470,MI,Michigan,5,H4MI05131,,Tom,Whitmire,"Whitmire, Tom",R,,,,,,,
1471,MI,Michigan,5,n/a,,,,,R,,,,,,,
1472,MI,Michigan,5,H4MI05156,,Harold H.,Jones,"Jones, Harold H.",LIB,"2,13%",,,,,,
1473,MI,Michigan,5,n/a,,,,,,,,,,,,
1474,MI,Michigan,,n/a,,,,,,,,,,,,
1475,MI,Michigan,6,H6MI04113,(I),Fred,Upton,"Upton, Fred",R,"55,89%",,,,,,
1476,MI,Michigan,6,H4MI06113,,Jim,Bussler,"Bussler, Jim",R,,,,,,,
1477,MI,Michigan,6,n/a,,,,,R,,,,,,,
1478,MI,Michigan,6,H4MI06105,,Paul,Clements,"Clements, Paul",D,"40,38%",,,,,,
1479,MI,Michigan,6,n/a,,,,,D,,,,,,,
1480,MI,Michigan,6,H4MI06139,,John M.,Lawrence,"Lawrence, John M. ",GRE,"1,08%",,,,,,
1481,MI,Michigan,6,H4MI06121,,Erwin J.,Hass,"Hass, Erwin J.",LIB,"2,65%",,,,,,
1482,MI,Michigan,6,n/a,,,,,,,,,,,,
1483,MI,Michigan,,n/a,,,,,,,,,,,,
1484,MI,Michigan,7,H4MI07103,(I),Tim,Walberg,"Walberg, Tim",R,"53,45%",,,,,,
1485,MI,Michigan,7,H4MI07194,,Douglas Radcliffe,North,"North, Douglas Radcliffe",R,,,,,,,
1486,MI,Michigan,7,n/a,,,,,R,,,,,,,
1487,MI,Michigan,7,H4MI07178,,Pam,Byrnes,"Byrnes, Pam",D,"41,17%",,,,,,
1488,MI,Michigan,7,n/a,,,,,D,,,,,,,
1489,MI,Michigan,7,H2MI07073,,Ken,Proctor,"Proctor, Ken",LIB,"2,03%",,,,,,
1490,MI,Michigan,7,H4MI07186,,David,Swartout,,NPA,"1,95%",,,,,,
1491,MI,Michigan,7,H4MI07202,,Rick,Strawcutter,,UST,"1,40%",,,,,,
1492,MI,Michigan,7,n/a,,,,,,,,,,,,
1493,MI,Michigan,,n/a,,,,,,,,,,,,
1494,MI,Michigan,8,H4MI08135,,Mike,Bishop,"Bishop, Mike",R,"54,60%",,,,,,
1495,MI,Michigan,8,H8MI09050,,Tom,McMillin,"McMillin, Tom",R,,,,,,,
1496,MI,Michigan,8,n/a,,,,,R,,,,,,,
1497,MI,Michigan,8,H4MI05149,,Eric,Schertzing,"Schertzing, Eric",D,"42,06%",,,,,,
1498,MI,Michigan,8,H4MI08119,,Susan,Grettenberger,"Grettenberger, Susan",D,,,,,,,
1499,MI,Michigan,8,H4MI08143,,Ken,Darga,"Darga, Ken",D,,,,,,,
1500,MI,Michigan,8,H4MI08150,,Jeffrey,Hank,,D,,,,,,,
1501,MI,Michigan,8,n/a,,,,,D,,,,,,,
1502,MI,Michigan,8,H4MI08168,,"James, II",Weeks,"Weeks, James, II",LIB,"1,87%",,,,,,
1503,MI,Michigan,8,H4MI08176,,Jim,Casha,"Casha, Jim",GRE,"0,77%",,,,,,
1504,MI,Michigan,8,H4MI08101,,Jeremy,Burgess,"Burgess, Jeremy",NLP,"0,69%",,,,,,
1505,MI,Michigan,8,n/a,,,,,,,,,,,,
1506,MI,Michigan,,n/a,,,,,,,,,,,,
1507,MI,Michigan,9,H2MI17023,(I),Sander,Levin,"Levin, Sander",D,"60,39%",,,,,,
1508,MI,Michigan,9,n/a,,,,,D,,,,,,,
1509,MI,Michigan,9,H4MI09075,,George,Brikho,"Brikho, George",R,"36,09%",,,,,,
1510,MI,Michigan,9,n/a,,,,,R,,,,,,,
1511,MI,Michigan,9,H4MI09083,,Gregory,Creswell,"Creswell, Gregory",LIB,"2,12%",,,,,,
1512,MI,Michigan,9,H4MI09091,,John V.,McDermott,"McDermott, John V.",GRE,"1,40%",,,,,,
1513,MI,Michigan,9,n/a,,,,,,,,,,,,
1514,MI,Michigan,,n/a,,,,,,,,,,,,
1515,MI,Michigan,10,H6MI12181,(I),Candice S.,Miller,"Miller, Candice S.",R,"68,68%",,,,,,
1516,MI,Michigan,10,n/a,,,,,R,,,,,,,
1517,MI,Michigan,10,H2MI10101,,Chuck,Stadler,,D,"29,36%",,,,,,
1518,MI,Michigan,10,n/a,,,,,D,,,,,,,
1519,MI,Michigan,10,H2MI05101,,Harley,Mikkelson,"Mikkelson, Harley",GRE,"1,96%",,,,,,
1520,MI,Michigan,10,n/a,,,,,,,,,,,,
1521,MI,Michigan,10,n/a,,,,,,,,,,,,
1522,MI,Michigan,,n/a,,,,,,,,,,,,
1523,MI,Michigan,11,H4MI11097,,Dave,Trott,"Trott, Dave",R,"55,90%",,,,,,
1524,MI,Michigan,11,H2MI11133,(I),Kerry Lynn,Bentivolio,"Bentivolio, Kerry Lynn",R,,,,,,,
1525,MI,Michigan,11,n/a,,,,,R,,,,,,,
1526,MI,Michigan,11,H4MI11105,,Bobby,McKenzie,,D,"40,47%",,,,,,
1527,MI,Michigan,11,H4MI11089,,Anil,Kumar,,D,,,,,,,
1528,MI,Michigan,11,H6MI09146,,Nancy,Skinner,"Skinner, Nancy ",D,,,,,,,
1529,MI,Michigan,11,H2MI11141,,Bill,Roberts,"Roberts, Bill",D,,,,,,,
1530,MI,Michigan,11,n/a,,,,,D,,,,,,,
1531,MI,Michigan,11,H8MI11247,,John J.,Tatar,"Tatar, John J.",LIB,"3,07%",,,,,,
1532,MI,Michigan,11,H2MI11133,(I),Kerry Lynn,Bentivolio,"Bentivolio, Kerry Lynn",W,"0,56%",,,,,,
1533,MI,Michigan,11,n/a,,,,,,,,,,,,
1534,MI,Michigan,,n/a,,,,,,,,,,,,
1535,MI,Michigan,12,H4MI12079,,Debbie,Dingell,"Dingell, Debbie",D,"65,01%",,,,,,
1536,MI,Michigan,12,H4MI12087,,Raymond G.,Mullins,"Mullins, Raymond G.",D,,,,,,,
1537,MI,Michigan,12,n/a,,,,,D,,,,,,,
1538,MI,Michigan,12,H4MI12061,,Terry,Bowman,"Bowman, Terry",R,"31,32%",,,,,,
1539,MI,Michigan,12,n/a,,,,,R,,,,,,,
1540,MI,Michigan,12,H8MI07039,,Gary,Walkowicz,"Walkowicz, Gary",NPA,"2,44%",,,,,,
1541,MI,Michigan,12,H0MI08109,,Bhagwan,Dashairya,"Dashairya, Bhagwan",LIB,"1,24%",,,,,,
1542,MI,Michigan,12,n/a,,,,,,,,,,,,
1543,MI,Michigan,,n/a,,,,,,,,,,,,
1544,MI,Michigan,13,H6MI01028,(I),"John, Jr.",Conyers,"Conyers, John, Jr.",D,"79,49%",,,,,,
1545,MI,Michigan,13,H4MI13192,,Horace,Sheffield,,D,,,,,,,
1546,MI,Michigan,13,n/a,,,,,D,,,,,,,
1547,MI,Michigan,13,H4MI13200,,Jeff,Gorman,"Gorman, Jeff ",R,"16,31%",,,,,,
1548,MI,Michigan,13,n/a,,,,,R,,,,,,,
1549,MI,Michigan,13,H2MI13170,,Chris,Sharer,"Sharer, Chris",LIB,"2,12%",,,,,,
1550,MI,Michigan,13,H4MI13218,,Sam,Johnson,"Johnson, Sam",NPA,"2,08%",,,,,,
1551,MI,Michigan,13,n/a,,,,,,,,,,,,
1552,MI,Michigan,,n/a,,,,,,,,,,,,
1553,MI,Michigan,14,H2MI14111,,Brenda,Lawrence,"Lawrence, Brenda",D,"77,79%",,,,,,
1554,MI,Michigan,14,H4MI14117,,Rudy,Hobbs,"Hobbs, Rudy",D,,,,,,,
1555,MI,Michigan,14,H0MI13398,,Hansen,Clarke,"Clarke, Hansen",D,,,,,,,
1556,MI,Michigan,14,H4MI14174,,Burgess D.,Foster,"Foster, Burgess D.",D,,,,,,,
1557,MI,Michigan,14,n/a,,,,,D,,,,,,,
1558,MI,Michigan,14,H4MI13226,,Christina L.,Barr,"Barr, Christina L. #",R,"19,67%",,,,,,
1559,MI,Michigan,14,H4MI14182,,Christina,Conyers,"Conyers, Christina #",R,,,,,,,
1560,MI,Michigan,14,n/a,,,,,R,,,,,,,
